SCHOOL YEAR END DATE,BEDS CODE,NAME,SUBJECT,TOTAL ENROLLED,TOTAL NOT TESTED,TOTAL TESTED,LEVEL 1 COUNT,LEVEL 1 PCT,LEVEL 2 COUNT,LEVEL 2 PCT,LEVEL 3 COUNT,LEVEL 3 PCT,LEVEL 4 COUNT,LEVEL 4 PCT,LEVEL 3-4 PCT,MEAN SCALE SCORE
6/30/2021,331700011600,CLARA BARTON HIGH SCHOOL,Grade 8 ELA,1,1,0,0,,0,,0,,0,,,
6/30/2021,331700011600,CLARA BARTON HIGH SCHOOL,Grade 8 Math,1,1,0,0,,0,,0,,0,,,
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 3 ELA,61,50,11,2,18%,5,45%,3,27%,1,9%,36%,595
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 3 Math,61,51,10,3,30%,3,30%,3,30%,1,10%,40%,590
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 4 ELA,61,52,9,1,11%,2,22%,4,44%,2,22%,67%,603
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 4 Math,61,53,8,3,38%,1,13%,4,50%,0,0%,50%,592
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 5 ELA,62,60,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 5 Math,62,58,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 6 ELA,66,52,14,1,7%,4,29%,7,50%,2,14%,64%,602
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 6 Math,66,53,13,1,8%,7,54%,3,23%,2,15%,38%,603
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 7 ELA,64,50,14,4,29%,5,36%,2,14%,3,21%,36%,600
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 7 Math,64,55,9,3,33%,3,33%,3,33%,0,0%,33%,593
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 8 ELA,62,55,7,0,0%,0,0%,5,71%,2,29%,100%,613
6/30/2021,331700860841,EXPLORE CHARTER SCHOOL,Grade 8 Math,62,57,5,3,60%,1,20%,1,20%,0,0%,20%,593
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 3 ELA,91,91,0,0,,0,,0,,0,,,
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 3 Math,91,91,0,0,,0,,0,,0,,,
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 4 ELA,104,104,0,0,,0,,0,,0,,,
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 4 Math,104,104,0,0,,0,,0,,0,,,
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 5 ELA,96,96,0,0,,0,,0,,0,,,
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 5 Math,96,96,0,0,,0,,0,,0,,,
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 6 ELA,94,94,0,0,,0,,0,,0,,,
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 6 Math,94,94,0,0,,0,,0,,0,,,
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 7 ELA,82,82,0,0,,0,,0,,0,,,
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 7 Math,82,82,0,0,,0,,0,,0,,,
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 8 ELA,82,82,0,0,,0,,0,,0,,,
6/30/2021,331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER,Grade 8 Math,82,82,0,0,,0,,0,,0,,,
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 3 ELA,98,95,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 3 Math,97,94,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 4 ELA,103,94,9,1,11%,3,33%,2,22%,3,33%,56%,603
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 4 Math,103,94,9,0,0%,1,11%,2,22%,6,67%,89%,612
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 5 ELA,93,86,7,1,14%,5,71%,0,0%,1,14%,14%,600
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 5 Math,93,82,11,3,27%,4,36%,2,18%,2,18%,36%,598
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 6 ELA,105,94,11,2,18%,1,9%,4,36%,4,36%,73%,607
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 6 Math,104,94,10,0,0%,3,30%,5,50%,2,20%,70%,607
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 7 ELA,85,76,9,1,11%,1,11%,2,22%,5,56%,78%,613
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 7 Math,85,77,8,1,13%,1,13%,3,38%,3,38%,75%,607
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 8 ELA,62,52,10,1,10%,2,20%,5,50%,2,20%,70%,606
6/30/2021,331700860882,KIPP ALWAYS MENTALLY PREPARED CHARTER SC,Grade 8 Math,62,60,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 3 ELA,55,52,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 3 Math,55,52,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 4 ELA,51,48,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 4 Math,51,49,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 5 ELA,67,62,5,1,20%,1,20%,1,20%,2,40%,60%,602
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 5 Math,67,62,5,4,80%,0,0%,1,20%,0,0%,20%,586
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 6 ELA,55,45,10,4,40%,1,10%,2,20%,3,30%,50%,598
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 6 Math,55,44,11,6,55%,3,27%,1,9%,1,9%,18%,589
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 7 ELA,60,51,9,3,33%,2,22%,1,11%,3,33%,44%,605
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 7 Math,60,51,9,3,33%,4,44%,2,22%,0,0%,22%,592
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 8 ELA,58,48,10,2,20%,3,30%,2,20%,3,30%,50%,600
6/30/2021,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,Grade 8 Math,58,50,8,4,50%,2,25%,1,13%,1,13%,25%,592
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 3 ELA,58,58,0,0,,0,,0,,0,,,
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 3 Math,58,58,0,0,,0,,0,,0,,,
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 4 ELA,57,55,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 4 Math,57,55,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 5 ELA,53,51,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 5 Math,52,51,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 6 ELA,53,51,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 6 Math,53,50,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 7 ELA,57,55,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 7 Math,57,52,5,1,20%,3,60%,1,20%,0,0%,20%,598
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 8 ELA,56,53,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700861027,EXPLORE EXCEED CHARTER SCHOOL,Grade 8 Math,55,52,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 3 ELA,68,68,0,0,,0,,0,,0,,,
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 3 Math,68,68,0,0,,0,,0,,0,,,
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 4 ELA,83,83,0,0,,0,,0,,0,,,
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 4 Math,83,83,0,0,,0,,0,,0,,,
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 5 ELA,78,78,0,0,,0,,0,,0,,,
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 5 Math,78,78,0,0,,0,,0,,0,,,
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 6 ELA,39,39,0,0,,0,,0,,0,,,
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 6 Math,39,39,0,0,,0,,0,,0,,,
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 7 ELA,61,61,0,0,,0,,0,,0,,,
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 7 Math,61,61,0,0,,0,,0,,0,,,
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 8 ELA,52,52,0,0,,0,,0,,0,,,
6/30/2021,331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT,Grade 8 Math,52,52,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 3 ELA,94,94,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 3 Math,94,94,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 4 ELA,87,87,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 4 Math,87,87,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 5 ELA,142,142,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 5 Math,142,142,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 6 ELA,78,78,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 6 Math,78,78,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 7 ELA,96,96,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 7 Math,96,96,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 8 ELA,72,72,0,0,,0,,0,,0,,,
6/30/2021,331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEI,Grade 8 Math,72,72,0,0,,0,,0,,0,,,
6/30/2021,331700861086,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,Grade 5 ELA,26,26,0,0,,0,,0,,0,,,
6/30/2021,331700861086,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,Grade 5 Math,26,26,0,0,,0,,0,,0,,,
6/30/2021,331700861086,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,Grade 6 ELA,64,64,0,0,,0,,0,,0,,,
6/30/2021,331700861086,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,Grade 6 Math,64,64,0,0,,0,,0,,0,,,
6/30/2021,331700861086,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,Grade 7 ELA,69,69,0,0,,0,,0,,0,,,
6/30/2021,331700861086,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,Grade 7 Math,69,69,0,0,,0,,0,,0,,,
6/30/2021,331700861086,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,Grade 8 ELA,60,60,0,0,,0,,0,,0,,,
6/30/2021,331700861086,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,Grade 8 Math,60,60,0,0,,0,,0,,0,,,
6/30/2021,331700861094,SUCCESS ACADEMY CHARTER SCHOOL-FLATBUSH,Grade 3 ELA,104,104,0,0,,0,,0,,0,,,
6/30/2021,331700861094,SUCCESS ACADEMY CHARTER SCHOOL-FLATBUSH,Grade 3 Math,103,103,0,0,,0,,0,,0,,,
6/30/2021,331700861094,SUCCESS ACADEMY CHARTER SCHOOL-FLATBUSH,Grade 4 ELA,96,96,0,0,,0,,0,,0,,,
6/30/2021,331700861094,SUCCESS ACADEMY CHARTER SCHOOL-FLATBUSH,Grade 4 Math,96,96,0,0,,0,,0,,0,,,
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 3 ELA,964,809,155,17,11%,49,32%,63,41%,26,17%,57%,602
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 3 Math,966,808,158,31,20%,39,25%,52,33%,36,23%,56%,599
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 4 ELA,990,838,152,14,9%,47,31%,42,28%,49,32%,60%,604
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 4 Math,990,838,152,40,26%,42,28%,36,24%,34,22%,46%,596
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 5 ELA,1086,911,175,54,31%,49,28%,38,22%,34,19%,41%,602
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 5 Math,1085,900,185,73,39%,52,28%,28,15%,32,17%,32%,594
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 6 ELA,1013,870,143,40,28%,35,24%,35,24%,33,23%,48%,596
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 6 Math,1014,878,136,84,62%,25,18%,21,15%,6,4%,20%,586
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 7 ELA,1030,882,148,46,31%,45,30%,42,28%,15,10%,39%,596
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 7 Math,1031,895,136,67,49%,47,35%,18,13%,4,3%,16%,583
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 8 ELA,1104,994,110,14,13%,31,28%,36,33%,29,26%,59%,603
6/30/2021,331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,Grade 8 Math,1102,1002,100,43,43%,36,36%,11,11%,10,10%,21%,596
6/30/2021,331800010066,PS 66,Grade 3 ELA,62,54,8,0,0%,0,0%,7,88%,1,13%,100%,611
6/30/2021,331800010066,PS 66,Grade 3 Math,62,53,9,1,11%,1,11%,3,33%,4,44%,78%,612
6/30/2021,331800010066,PS 66,Grade 4 ELA,44,38,6,0,0%,3,50%,1,17%,2,33%,50%,606
6/30/2021,331800010066,PS 66,Grade 4 Math,44,38,6,1,17%,1,17%,3,50%,1,17%,67%,601
6/30/2021,331800010066,PS 66,Grade 5 ELA,63,48,15,6,40%,1,7%,4,27%,4,27%,53%,602
6/30/2021,331800010066,PS 66,Grade 5 Math,63,48,15,4,27%,7,47%,2,13%,2,13%,27%,598
6/30/2021,331800010066,PS 66,Grade 6 ELA,86,57,29,7,24%,8,28%,8,28%,6,21%,48%,595
6/30/2021,331800010066,PS 66,Grade 6 Math,86,57,29,12,41%,7,24%,9,31%,1,3%,34%,591
6/30/2021,331800010066,PS 66,Grade 7 ELA,93,81,12,4,33%,5,42%,2,17%,1,8%,25%,591
6/30/2021,331800010066,PS 66,Grade 7 Math,93,81,12,6,50%,3,25%,3,25%,0,0%,25%,587
6/30/2021,331800010066,PS 66,Grade 8 ELA,110,94,16,1,6%,5,31%,7,44%,3,19%,63%,604
6/30/2021,331800010066,PS 66,Grade 8 Math,110,94,16,4,25%,7,44%,4,25%,1,6%,31%,600
6/30/2021,331800010068,IS 68 ISAAC BILDERSEE,Grade 6 ELA,76,73,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010068,IS 68 ISAAC BILDERSEE,Grade 6 Math,76,70,6,5,83%,0,0%,1,17%,0,0%,17%,577
6/30/2021,331800010068,IS 68 ISAAC BILDERSEE,Grade 7 ELA,76,54,22,9,41%,10,45%,3,14%,0,0%,14%,588
6/30/2021,331800010068,IS 68 ISAAC BILDERSEE,Grade 7 Math,77,58,19,12,63%,7,37%,0,0%,0,0%,0%,571
6/30/2021,331800010068,IS 68 ISAAC BILDERSEE,Grade 8 ELA,75,57,18,6,33%,6,33%,3,17%,3,17%,33%,593
6/30/2021,331800010068,IS 68 ISAAC BILDERSEE,Grade 8 Math,74,55,19,10,53%,6,32%,1,5%,2,11%,16%,592
6/30/2021,331800010114,PS 114 RYDER ELEMENTARY,Grade 3 ELA,60,53,7,0,0%,3,43%,3,43%,1,14%,57%,602
6/30/2021,331800010114,PS 114 RYDER ELEMENTARY,Grade 3 Math,60,52,8,2,25%,1,13%,4,50%,1,13%,63%,598
6/30/2021,331800010114,PS 114 RYDER ELEMENTARY,Grade 4 ELA,56,44,12,0,0%,0,0%,5,42%,7,58%,100%,618
6/30/2021,331800010114,PS 114 RYDER ELEMENTARY,Grade 4 Math,56,46,10,0,0%,1,10%,3,30%,6,60%,90%,615
6/30/2021,331800010114,PS 114 RYDER ELEMENTARY,Grade 5 ELA,62,38,24,8,33%,4,17%,5,21%,7,29%,50%,605
6/30/2021,331800010114,PS 114 RYDER ELEMENTARY,Grade 5 Math,62,46,16,7,44%,2,13%,2,13%,5,31%,44%,599
6/30/2021,331800010115,PS 115 DANIEL MUCATEL SCHOOL,Grade 3 ELA,126,97,29,2,7%,4,14%,17,59%,6,21%,79%,608
6/30/2021,331800010115,PS 115 DANIEL MUCATEL SCHOOL,Grade 3 Math,126,97,29,3,10%,6,21%,11,38%,9,31%,69%,604
6/30/2021,331800010115,PS 115 DANIEL MUCATEL SCHOOL,Grade 4 ELA,129,113,16,0,0%,3,19%,3,19%,10,63%,81%,622
6/30/2021,331800010115,PS 115 DANIEL MUCATEL SCHOOL,Grade 4 Math,128,111,17,2,12%,3,18%,3,18%,9,53%,71%,613
6/30/2021,331800010115,PS 115 DANIEL MUCATEL SCHOOL,Grade 5 ELA,142,122,20,6,30%,3,15%,3,15%,8,40%,55%,610
6/30/2021,331800010115,PS 115 DANIEL MUCATEL SCHOOL,Grade 5 Math,142,121,21,2,10%,8,38%,3,14%,8,38%,52%,608
6/30/2021,331800010135,PS 135 SHELDON A BROOKNER,Grade 3 ELA,64,37,27,4,15%,10,37%,12,44%,1,4%,48%,596
6/30/2021,331800010135,PS 135 SHELDON A BROOKNER,Grade 3 Math,64,37,27,5,19%,12,44%,8,30%,2,7%,37%,593
6/30/2021,331800010135,PS 135 SHELDON A BROOKNER,Grade 4 ELA,64,38,26,5,19%,5,19%,11,42%,5,19%,62%,598
6/30/2021,331800010135,PS 135 SHELDON A BROOKNER,Grade 4 Math,65,37,28,8,29%,10,36%,5,18%,5,18%,36%,592
6/30/2021,331800010135,PS 135 SHELDON A BROOKNER,Grade 5 ELA,81,53,28,8,29%,7,25%,8,29%,5,18%,46%,602
6/30/2021,331800010135,PS 135 SHELDON A BROOKNER,Grade 5 Math,81,50,31,11,35%,11,35%,5,16%,4,13%,29%,593
6/30/2021,331800010208,PS 208 ELSA EBELING,Grade 3 ELA,44,43,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010208,PS 208 ELSA EBELING,Grade 3 Math,44,43,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010208,PS 208 ELSA EBELING,Grade 4 ELA,68,65,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010208,PS 208 ELSA EBELING,Grade 4 Math,68,65,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010208,PS 208 ELSA EBELING,Grade 5 ELA,42,41,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010208,PS 208 ELSA EBELING,Grade 5 Math,42,41,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010211,IS 211 JOHN WILSON,Grade 6 ELA,57,56,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010211,IS 211 JOHN WILSON,Grade 6 Math,57,56,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010211,IS 211 JOHN WILSON,Grade 7 ELA,90,83,7,3,43%,1,14%,2,29%,1,14%,43%,594
6/30/2021,331800010211,IS 211 JOHN WILSON,Grade 7 Math,91,86,5,3,60%,2,40%,0,0%,0,0%,0%,570
6/30/2021,331800010211,IS 211 JOHN WILSON,Grade 8 ELA,97,93,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010211,IS 211 JOHN WILSON,Grade 8 Math,97,92,5,2,40%,1,20%,0,0%,2,40%,40%,609
6/30/2021,331800010219,PS 219 KENNEDY-KING,Grade 3 ELA,48,48,0,0,,0,,0,,0,,,
6/30/2021,331800010219,PS 219 KENNEDY-KING,Grade 3 Math,48,48,0,0,,0,,0,,0,,,
6/30/2021,331800010219,PS 219 KENNEDY-KING,Grade 4 ELA,49,38,11,0,0%,4,36%,6,55%,1,9%,64%,599
6/30/2021,331800010219,PS 219 KENNEDY-KING,Grade 4 Math,50,40,10,3,30%,2,20%,5,50%,0,0%,50%,588
6/30/2021,331800010219,PS 219 KENNEDY-KING,Grade 5 ELA,53,50,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010219,PS 219 KENNEDY-KING,Grade 5 Math,53,50,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010233,PS 233 LANGSTON HUGHES,Grade 3 ELA,36,32,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010233,PS 233 LANGSTON HUGHES,Grade 3 Math,36,31,5,1,20%,0,0%,2,40%,2,40%,80%,599
6/30/2021,331800010233,PS 233 LANGSTON HUGHES,Grade 4 ELA,39,38,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010233,PS 233 LANGSTON HUGHES,Grade 4 Math,40,38,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010233,PS 233 LANGSTON HUGHES,Grade 5 ELA,54,51,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010233,PS 233 LANGSTON HUGHES,Grade 5 Math,55,51,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,331800010235,PS 235 JANICE MARIE KNIGHT SCHOOL,Grade 3 ELA,133,117,16,0,0%,4,25%,4,25%,8,50%,75%,618
6/30/2021,331800010235,PS 235 JANICE MARIE KNIGHT SCHOOL,Grade 3 Math,133,117,16,2,13%,5,31%,6,38%,3,19%,56%,600
6/30/2021,331800010235,PS 235 JANICE MARIE KNIGHT SCHOOL,Grade 4 ELA,145,127,18,0,0%,7,39%,2,11%,9,50%,61%,608
