SCHOOL YEAR END DATE,BEDS CODE,NAME,SUBJECT,TOTAL ENROLLED,TOTAL NOT TESTED,TOTAL TESTED,LEVEL 1 COUNT,LEVEL 1 PCT,LEVEL 2 COUNT,LEVEL 2 PCT,LEVEL 3 COUNT,LEVEL 3 PCT,LEVEL 4 COUNT,LEVEL 4 PCT,LEVEL 3-4 PCT,MEAN SCALE SCORE
6/30/2021,321000010009,PS 9 RYER AVENUE ELEMENTARY SCHOOL,Grade 3 ELA,143,141,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010009,PS 9 RYER AVENUE ELEMENTARY SCHOOL,Grade 3 Math,143,139,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010009,PS 9 RYER AVENUE ELEMENTARY SCHOOL,Grade 4 ELA,148,140,8,2,25%,3,38%,1,13%,2,25%,38%,598
6/30/2021,321000010009,PS 9 RYER AVENUE ELEMENTARY SCHOOL,Grade 4 Math,148,137,11,5,45%,3,27%,2,18%,1,9%,27%,589
6/30/2021,321000010009,PS 9 RYER AVENUE ELEMENTARY SCHOOL,Grade 5 ELA,134,121,13,5,38%,4,31%,3,23%,1,8%,31%,600
6/30/2021,321000010009,PS 9 RYER AVENUE ELEMENTARY SCHOOL,Grade 5 Math,134,117,17,10,59%,2,12%,0,0%,5,29%,29%,592
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 3 ELA,51,38,13,2,15%,5,38%,5,38%,1,8%,46%,595
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 3 Math,51,38,13,6,46%,1,8%,4,31%,2,15%,46%,590
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 4 ELA,45,40,5,2,40%,2,40%,0,0%,1,20%,20%,580
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 4 Math,45,39,6,5,83%,0,0%,1,17%,0,0%,17%,577
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 5 ELA,49,39,10,4,40%,3,30%,3,30%,0,0%,30%,588
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 5 Math,49,38,11,10,91%,1,9%,0,0%,0,0%,0%,574
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 6 ELA,60,53,7,3,43%,0,0%,4,57%,0,0%,57%,592
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 6 Math,60,54,6,5,83%,1,17%,0,0%,0,0%,0%,583
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 7 ELA,56,46,10,2,20%,4,40%,3,30%,1,10%,40%,598
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 7 Math,56,46,10,5,50%,4,40%,1,10%,0,0%,10%,583
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 8 ELA,59,57,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010015,PS 15 INST FOR ENVIRON LRNG,Grade 8 Math,59,57,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 3 ELA,82,61,21,5,24%,8,38%,3,14%,5,24%,38%,597
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 3 Math,82,60,22,8,36%,4,18%,7,32%,3,14%,45%,591
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 4 ELA,76,55,21,6,29%,8,38%,4,19%,3,14%,33%,590
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 4 Math,75,55,20,7,35%,8,40%,5,25%,0,0%,25%,589
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 5 ELA,95,69,26,18,69%,5,19%,3,12%,0,0%,12%,587
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 5 Math,95,64,31,28,90%,2,6%,1,3%,0,0%,3%,574
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 6 ELA,118,77,41,13,32%,8,20%,13,32%,7,17%,49%,597
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 6 Math,117,84,33,16,48%,8,24%,5,15%,4,12%,27%,592
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 7 ELA,110,83,27,12,44%,5,19%,8,30%,2,7%,37%,590
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 7 Math,109,83,26,13,50%,6,23%,7,27%,0,0%,27%,583
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 8 ELA,121,88,33,8,24%,12,36%,7,21%,6,18%,39%,596
6/30/2021,321000010020,PS/MS 20 PO GEORGE J WERDAN III,Grade 8 Math,120,92,28,18,64%,7,25%,2,7%,1,4%,11%,589
6/30/2021,321000010023,PS 23 NEW CHILDREN'S SCHOOL (THE),Grade 3 ELA,68,43,25,6,24%,9,36%,8,32%,2,8%,40%,592
6/30/2021,321000010023,PS 23 NEW CHILDREN'S SCHOOL (THE),Grade 3 Math,68,43,25,11,44%,11,44%,3,12%,0,0%,12%,579
6/30/2021,321000010023,PS 23 NEW CHILDREN'S SCHOOL (THE),Grade 4 ELA,46,29,17,4,24%,7,41%,5,29%,1,6%,35%,590
6/30/2021,321000010023,PS 23 NEW CHILDREN'S SCHOOL (THE),Grade 4 Math,46,29,17,9,53%,6,35%,1,6%,1,6%,12%,580
6/30/2021,321000010023,PS 23 NEW CHILDREN'S SCHOOL (THE),Grade 5 ELA,42,18,24,12,50%,3,13%,7,29%,2,8%,38%,595
6/30/2021,321000010023,PS 23 NEW CHILDREN'S SCHOOL (THE),Grade 5 Math,42,19,23,13,57%,6,26%,2,9%,2,9%,17%,582
6/30/2021,321000010024,PS 24 SPUYTEN DUYVIL,Grade 3 ELA,139,95,44,1,2%,4,9%,22,50%,17,39%,89%,616
6/30/2021,321000010024,PS 24 SPUYTEN DUYVIL,Grade 3 Math,139,95,44,2,5%,14,32%,13,30%,15,34%,64%,606
6/30/2021,321000010024,PS 24 SPUYTEN DUYVIL,Grade 4 ELA,102,62,40,0,0%,4,10%,7,18%,29,73%,90%,628
6/30/2021,321000010024,PS 24 SPUYTEN DUYVIL,Grade 4 Math,102,60,42,1,2%,8,19%,7,17%,26,62%,79%,615
6/30/2021,321000010024,PS 24 SPUYTEN DUYVIL,Grade 5 ELA,130,80,50,1,2%,6,12%,4,8%,39,78%,86%,632
6/30/2021,321000010024,PS 24 SPUYTEN DUYVIL,Grade 5 Math,130,80,50,8,16%,1,2%,10,20%,31,62%,82%,615
6/30/2021,321000010032,PS 32 BELMONT,Grade 3 ELA,120,110,10,2,20%,4,40%,3,30%,1,10%,40%,596
6/30/2021,321000010032,PS 32 BELMONT,Grade 3 Math,119,110,9,5,56%,2,22%,1,11%,1,11%,22%,589
6/30/2021,321000010032,PS 32 BELMONT,Grade 4 ELA,111,103,8,3,38%,1,13%,2,25%,2,25%,50%,593
6/30/2021,321000010032,PS 32 BELMONT,Grade 4 Math,112,105,7,3,43%,3,43%,0,0%,1,14%,14%,584
6/30/2021,321000010032,PS 32 BELMONT,Grade 5 ELA,114,106,8,3,38%,3,38%,2,25%,0,0%,25%,591
6/30/2021,321000010032,PS 32 BELMONT,Grade 5 Math,114,108,6,4,67%,2,33%,0,0%,0,0%,0%,585
6/30/2021,321000010033,PS 33 TIMOTHY DWIGHT,Grade 3 ELA,120,92,28,6,21%,9,32%,12,43%,1,4%,46%,592
6/30/2021,321000010033,PS 33 TIMOTHY DWIGHT,Grade 3 Math,120,92,28,13,46%,11,39%,4,14%,0,0%,14%,583
6/30/2021,321000010033,PS 33 TIMOTHY DWIGHT,Grade 4 ELA,130,104,26,12,46%,5,19%,5,19%,4,15%,35%,587
6/30/2021,321000010033,PS 33 TIMOTHY DWIGHT,Grade 4 Math,130,106,24,9,38%,7,29%,6,25%,2,8%,33%,589
6/30/2021,321000010033,PS 33 TIMOTHY DWIGHT,Grade 5 ELA,120,88,32,19,59%,5,16%,4,13%,4,13%,25%,593
6/30/2021,321000010033,PS 33 TIMOTHY DWIGHT,Grade 5 Math,121,93,28,18,64%,6,21%,3,11%,1,4%,14%,586
6/30/2021,321000010033,PS 33 TIMOTHY DWIGHT,Grade 6 ELA,1,1,0,0,,0,,0,,0,,,
6/30/2021,321000010033,PS 33 TIMOTHY DWIGHT,Grade 6 Math,1,1,0,0,,0,,0,,0,,,
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 3 ELA,60,54,6,3,50%,2,33%,1,17%,0,0%,17%,581
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 3 Math,60,53,7,2,29%,5,71%,0,0%,0,0%,0%,585
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 4 ELA,57,51,6,0,0%,3,50%,2,33%,1,17%,50%,598
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 4 Math,57,55,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 5 ELA,69,69,0,0,,0,,0,,0,,,
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 5 Math,70,68,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 6 ELA,73,72,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 6 Math,73,72,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 7 ELA,69,65,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 7 Math,69,68,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 8 ELA,63,60,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,Grade 8 Math,63,59,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010045,THOMAS C GIORDANO MS 45,Grade 6 ELA,209,205,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010045,THOMAS C GIORDANO MS 45,Grade 6 Math,207,204,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010045,THOMAS C GIORDANO MS 45,Grade 7 ELA,221,207,14,5,36%,4,29%,4,29%,1,7%,36%,594
6/30/2021,321000010045,THOMAS C GIORDANO MS 45,Grade 7 Math,221,209,12,5,42%,5,42%,2,17%,0,0%,17%,586
6/30/2021,321000010045,THOMAS C GIORDANO MS 45,Grade 8 ELA,251,233,18,0,0%,2,11%,10,56%,6,33%,89%,611
6/30/2021,321000010045,THOMAS C GIORDANO MS 45,Grade 8 Math,251,247,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010046,PS 46 EDGAR ALLAN POE,Grade 3 ELA,134,119,15,4,27%,4,27%,6,40%,1,7%,47%,594
6/30/2021,321000010046,PS 46 EDGAR ALLAN POE,Grade 3 Math,134,117,17,4,24%,7,41%,4,24%,2,12%,35%,594
6/30/2021,321000010046,PS 46 EDGAR ALLAN POE,Grade 4 ELA,132,120,12,2,17%,4,33%,4,33%,2,17%,50%,594
6/30/2021,321000010046,PS 46 EDGAR ALLAN POE,Grade 4 Math,132,117,15,7,47%,7,47%,1,7%,0,0%,7%,584
6/30/2021,321000010046,PS 46 EDGAR ALLAN POE,Grade 5 ELA,119,113,6,1,17%,1,17%,1,17%,3,50%,67%,613
6/30/2021,321000010046,PS 46 EDGAR ALLAN POE,Grade 5 Math,119,112,7,4,57%,0,0%,3,43%,0,0%,43%,587
6/30/2021,321000010051,BRONX STEM AND ARTS ACADEMY (THE),Grade 3 ELA,20,12,8,3,38%,3,38%,2,25%,0,0%,25%,584
6/30/2021,321000010051,BRONX STEM AND ARTS ACADEMY (THE),Grade 3 Math,20,13,7,5,71%,1,14%,0,0%,1,14%,14%,583
6/30/2021,321000010051,BRONX STEM AND ARTS ACADEMY (THE),Grade 4 ELA,26,16,10,2,20%,3,30%,2,20%,3,30%,50%,600
6/30/2021,321000010051,BRONX STEM AND ARTS ACADEMY (THE),Grade 4 Math,26,14,12,9,75%,3,25%,0,0%,0,0%,0%,574
6/30/2021,321000010051,BRONX STEM AND ARTS ACADEMY (THE),Grade 5 ELA,26,17,9,6,67%,2,22%,1,11%,0,0%,11%,580
6/30/2021,321000010051,BRONX STEM AND ARTS ACADEMY (THE),Grade 5 Math,26,15,11,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010054,PS/IS 54,Grade 3 ELA,62,59,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010054,PS/IS 54,Grade 3 Math,62,59,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010054,PS/IS 54,Grade 4 ELA,57,47,10,2,20%,3,30%,3,30%,2,20%,50%,600
6/30/2021,321000010054,PS/IS 54,Grade 4 Math,57,47,10,4,40%,2,20%,0,0%,4,40%,40%,590
6/30/2021,321000010054,PS/IS 54,Grade 5 ELA,71,60,11,6,55%,4,36%,1,9%,0,0%,9%,588
6/30/2021,321000010054,PS/IS 54,Grade 5 Math,71,60,11,9,82%,1,9%,1,9%,0,0%,9%,577
6/30/2021,321000010056,PS 56 NORWOOD HEIGHTS,Grade 3 ELA,123,104,19,2,11%,2,11%,11,58%,4,21%,79%,608
6/30/2021,321000010056,PS 56 NORWOOD HEIGHTS,Grade 3 Math,123,93,30,8,27%,5,17%,9,30%,8,27%,57%,599
6/30/2021,321000010056,PS 56 NORWOOD HEIGHTS,Grade 4 ELA,119,100,19,1,5%,5,26%,4,21%,9,47%,68%,610
6/30/2021,321000010056,PS 56 NORWOOD HEIGHTS,Grade 4 Math,119,96,23,8,35%,9,39%,5,22%,1,4%,26%,590
6/30/2021,321000010056,PS 56 NORWOOD HEIGHTS,Grade 5 ELA,121,109,12,1,8%,4,33%,3,25%,4,33%,58%,618
6/30/2021,321000010056,PS 56 NORWOOD HEIGHTS,Grade 5 Math,121,105,16,8,50%,3,19%,4,25%,1,6%,31%,592
6/30/2021,321000010059,PS 59 COMM SCHOOL OF TECHNOLOGY,Grade 3 ELA,80,73,7,2,29%,3,43%,2,29%,0,0%,29%,584
6/30/2021,321000010059,PS 59 COMM SCHOOL OF TECHNOLOGY,Grade 3 Math,80,72,8,7,88%,0,0%,1,13%,0,0%,13%,576
6/30/2021,321000010059,PS 59 COMM SCHOOL OF TECHNOLOGY,Grade 4 ELA,73,64,9,5,56%,2,22%,1,11%,1,11%,22%,587
6/30/2021,321000010059,PS 59 COMM SCHOOL OF TECHNOLOGY,Grade 4 Math,73,64,9,6,67%,1,11%,1,11%,1,11%,22%,581
6/30/2021,321000010059,PS 59 COMM SCHOOL OF TECHNOLOGY,Grade 5 ELA,84,77,7,6,86%,1,14%,0,0%,0,0%,0%,574
6/30/2021,321000010059,PS 59 COMM SCHOOL OF TECHNOLOGY,Grade 5 Math,83,74,9,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010077,BEDFORD PARK ELEMENTARY SCHOOL,Grade 3 ELA,67,51,16,2,13%,4,25%,7,44%,3,19%,63%,605
6/30/2021,321000010077,BEDFORD PARK ELEMENTARY SCHOOL,Grade 3 Math,67,52,15,4,27%,3,20%,5,33%,3,20%,53%,596
6/30/2021,321000010077,BEDFORD PARK ELEMENTARY SCHOOL,Grade 4 ELA,92,74,18,3,17%,4,22%,5,28%,6,33%,61%,601
6/30/2021,321000010077,BEDFORD PARK ELEMENTARY SCHOOL,Grade 4 Math,92,73,19,7,37%,5,26%,6,32%,1,5%,37%,592
6/30/2021,321000010077,BEDFORD PARK ELEMENTARY SCHOOL,Grade 5 ELA,64,44,20,4,20%,9,45%,6,30%,1,5%,35%,597
6/30/2021,321000010077,BEDFORD PARK ELEMENTARY SCHOOL,Grade 5 Math,64,42,22,10,45%,6,27%,5,23%,1,5%,27%,592
6/30/2021,321000010080,JHS 80 MOSHOLU PARKWAY (THE),Grade 6 ELA,177,167,10,2,20%,0,0%,7,70%,1,10%,80%,598
6/30/2021,321000010080,JHS 80 MOSHOLU PARKWAY (THE),Grade 6 Math,177,167,10,6,60%,1,10%,2,20%,1,10%,30%,590
6/30/2021,321000010080,JHS 80 MOSHOLU PARKWAY (THE),Grade 7 ELA,208,198,10,3,30%,1,10%,4,40%,2,20%,60%,604
6/30/2021,321000010080,JHS 80 MOSHOLU PARKWAY (THE),Grade 7 Math,208,200,8,5,63%,2,25%,0,0%,1,13%,13%,579
6/30/2021,321000010080,JHS 80 MOSHOLU PARKWAY (THE),Grade 8 ELA,215,199,16,3,19%,5,31%,2,13%,6,38%,50%,598
6/30/2021,321000010080,JHS 80 MOSHOLU PARKWAY (THE),Grade 8 Math,216,201,15,7,47%,5,33%,2,13%,1,7%,20%,593
6/30/2021,321000010081,PS 81 ROBERT J CHRISTEN,Grade 3 ELA,114,81,33,0,0%,2,6%,14,42%,17,52%,94%,623
6/30/2021,321000010081,PS 81 ROBERT J CHRISTEN,Grade 3 Math,114,80,34,1,3%,3,9%,11,32%,19,56%,88%,613
6/30/2021,321000010081,PS 81 ROBERT J CHRISTEN,Grade 4 ELA,97,59,38,2,5%,8,21%,9,24%,19,50%,74%,615
6/30/2021,321000010081,PS 81 ROBERT J CHRISTEN,Grade 4 Math,97,58,39,5,13%,11,28%,8,21%,15,38%,59%,606
6/30/2021,321000010081,PS 81 ROBERT J CHRISTEN,Grade 5 ELA,111,82,29,3,10%,10,34%,7,24%,9,31%,55%,611
6/30/2021,321000010081,PS 81 ROBERT J CHRISTEN,Grade 5 Math,111,77,34,3,9%,16,47%,8,24%,7,21%,44%,603
6/30/2021,321000010085,PS 85 GREAT EXPECTATIONS,Grade 3 ELA,131,106,25,7,28%,8,32%,9,36%,1,4%,40%,590
6/30/2021,321000010085,PS 85 GREAT EXPECTATIONS,Grade 3 Math,131,107,24,16,67%,4,17%,3,13%,1,4%,17%,577
6/30/2021,321000010085,PS 85 GREAT EXPECTATIONS,Grade 4 ELA,141,123,18,5,28%,5,28%,4,22%,4,22%,44%,593
6/30/2021,321000010085,PS 85 GREAT EXPECTATIONS,Grade 4 Math,141,123,18,8,44%,5,28%,3,17%,2,11%,28%,590
6/30/2021,321000010085,PS 85 GREAT EXPECTATIONS,Grade 5 ELA,114,85,29,17,59%,6,21%,4,14%,2,7%,21%,586
6/30/2021,321000010085,PS 85 GREAT EXPECTATIONS,Grade 5 Math,114,85,29,17,59%,6,21%,5,17%,1,3%,21%,584
6/30/2021,321000010086,PS 86 KINGSBRIDGE HEIGHTS,Grade 3 ELA,227,225,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010086,PS 86 KINGSBRIDGE HEIGHTS,Grade 3 Math,227,225,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010086,PS 86 KINGSBRIDGE HEIGHTS,Grade 4 ELA,231,219,12,0,0%,2,17%,5,42%,5,42%,83%,610
6/30/2021,321000010086,PS 86 KINGSBRIDGE HEIGHTS,Grade 4 Math,232,220,12,3,25%,5,42%,3,25%,1,8%,33%,594
6/30/2021,321000010086,PS 86 KINGSBRIDGE HEIGHTS,Grade 5 ELA,220,212,8,1,13%,3,38%,1,13%,3,38%,50%,609
6/30/2021,321000010086,PS 86 KINGSBRIDGE HEIGHTS,Grade 5 Math,220,213,7,3,43%,1,14%,2,29%,1,14%,43%,594
6/30/2021,321000010086,PS 86 KINGSBRIDGE HEIGHTS,Grade 6 ELA,205,197,8,4,50%,1,13%,1,13%,2,25%,38%,597
6/30/2021,321000010086,PS 86 KINGSBRIDGE HEIGHTS,Grade 6 Math,205,197,8,4,50%,2,25%,1,13%,1,13%,25%,592
6/30/2021,321000010091,PS 91,Grade 3 ELA,95,95,0,0,,0,,0,,0,,,
6/30/2021,321000010091,PS 91,Grade 3 Math,95,95,0,0,,0,,0,,0,,,
6/30/2021,321000010091,PS 91,Grade 4 ELA,90,89,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010091,PS 91,Grade 4 Math,90,88,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010091,PS 91,Grade 5 ELA,99,98,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010091,PS 91,Grade 5 Math,98,97,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010094,PS 94 KINGS COLLEGE SCHOOL,Grade 3 ELA,181,173,8,1,13%,3,38%,4,50%,0,0%,50%,596
6/30/2021,321000010094,PS 94 KINGS COLLEGE SCHOOL,Grade 3 Math,180,174,6,3,50%,1,17%,2,33%,0,0%,33%,581
6/30/2021,321000010094,PS 94 KINGS COLLEGE SCHOOL,Grade 4 ELA,172,152,20,5,25%,7,35%,4,20%,4,20%,40%,595
6/30/2021,321000010094,PS 94 KINGS COLLEGE SCHOOL,Grade 4 Math,172,149,23,11,48%,6,26%,4,17%,2,9%,26%,584
6/30/2021,321000010094,PS 94 KINGS COLLEGE SCHOOL,Grade 5 ELA,181,169,12,6,50%,2,17%,1,8%,3,25%,33%,603
6/30/2021,321000010094,PS 94 KINGS COLLEGE SCHOOL,Grade 5 Math,181,172,9,5,56%,1,11%,0,0%,3,33%,33%,598
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 3 ELA,105,80,25,4,16%,5,20%,13,52%,3,12%,64%,601
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 3 Math,105,80,25,9,36%,2,8%,9,36%,5,20%,56%,594
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 4 ELA,109,92,17,3,18%,3,18%,9,53%,2,12%,65%,600
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 4 Math,109,93,16,10,63%,4,25%,1,6%,1,6%,13%,584
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 5 ELA,126,98,28,8,29%,5,18%,9,32%,6,21%,54%,603
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 5 Math,126,99,27,10,37%,11,41%,2,7%,4,15%,22%,592
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 6 ELA,124,104,20,5,25%,4,20%,5,25%,6,30%,55%,603
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 6 Math,124,105,19,9,47%,6,32%,3,16%,1,5%,21%,594
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 7 ELA,133,103,30,7,23%,8,27%,8,27%,7,23%,50%,604
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 7 Math,133,106,27,13,48%,7,26%,5,19%,2,7%,26%,591
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 8 ELA,147,112,35,2,6%,11,31%,13,37%,9,26%,63%,603
6/30/2021,321000010095,PS 95 SHEILA MENCHER,Grade 8 Math,147,129,18,8,44%,9,50%,1,6%,0,0%,6%,592
6/30/2021,321000010118,JHS 118 WILLIAM W NILES,Grade 6 ELA,296,233,63,4,6%,5,8%,25,40%,29,46%,86%,614
6/30/2021,321000010118,JHS 118 WILLIAM W NILES,Grade 6 Math,296,229,67,21,31%,10,15%,19,28%,17,25%,54%,600
6/30/2021,321000010118,JHS 118 WILLIAM W NILES,Grade 7 ELA,296,241,55,8,15%,10,18%,24,44%,13,24%,67%,609
6/30/2021,321000010118,JHS 118 WILLIAM W NILES,Grade 7 Math,296,239,57,14,25%,15,26%,16,28%,12,21%,49%,602
6/30/2021,321000010118,JHS 118 WILLIAM W NILES,Grade 8 ELA,325,290,35,3,9%,9,26%,12,34%,11,31%,66%,605
6/30/2021,321000010118,JHS 118 WILLIAM W NILES,Grade 8 Math,325,287,38,13,34%,13,34%,9,24%,3,8%,32%,598
6/30/2021,321000010159,PS 159 LUIS MUNOZ MARIN BILING,Grade 3 ELA,24,24,0,0,,0,,0,,0,,,
6/30/2021,321000010159,PS 159 LUIS MUNOZ MARIN BILING,Grade 3 Math,24,24,0,0,,0,,0,,0,,,
6/30/2021,321000010159,PS 159 LUIS MUNOZ MARIN BILING,Grade 4 ELA,32,29,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010159,PS 159 LUIS MUNOZ MARIN BILING,Grade 4 Math,33,30,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010159,PS 159 LUIS MUNOZ MARIN BILING,Grade 5 ELA,28,23,5,1,20%,0,0%,2,40%,2,40%,80%,614
6/30/2021,321000010159,PS 159 LUIS MUNOZ MARIN BILING,Grade 5 Math,28,23,5,4,80%,1,20%,0,0%,0,0%,0%,581
6/30/2021,321000010205,PS 205 FIORELLO LAGUARDIA,Grade 3 ELA,135,122,13,4,31%,5,38%,3,23%,1,8%,31%,589
6/30/2021,321000010205,PS 205 FIORELLO LAGUARDIA,Grade 3 Math,135,119,16,4,25%,5,31%,6,38%,1,6%,44%,591
6/30/2021,321000010205,PS 205 FIORELLO LAGUARDIA,Grade 4 ELA,148,143,5,1,20%,2,40%,2,40%,0,0%,40%,589
6/30/2021,321000010205,PS 205 FIORELLO LAGUARDIA,Grade 4 Math,149,144,5,2,40%,1,20%,2,40%,0,0%,40%,591
6/30/2021,321000010205,PS 205 FIORELLO LAGUARDIA,Grade 5 ELA,145,133,12,6,50%,2,17%,3,25%,1,8%,33%,593
6/30/2021,321000010205,PS 205 FIORELLO LAGUARDIA,Grade 5 Math,145,133,12,10,83%,1,8%,1,8%,0,0%,8%,579
6/30/2021,321000010206,IS 206 ANN MERSEREAU,Grade 6 ELA,66,66,0,0,,0,,0,,0,,,
6/30/2021,321000010206,IS 206 ANN MERSEREAU,Grade 6 Math,66,66,0,0,,0,,0,,0,,,
6/30/2021,321000010206,IS 206 ANN MERSEREAU,Grade 7 ELA,83,82,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010206,IS 206 ANN MERSEREAU,Grade 7 Math,83,81,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010206,IS 206 ANN MERSEREAU,Grade 8 ELA,94,92,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010206,IS 206 ANN MERSEREAU,Grade 8 Math,94,94,0,0,,0,,0,,0,,,
6/30/2021,321000010207,PS 207,Grade 3 ELA,78,61,17,6,35%,7,41%,4,24%,0,0%,24%,586
6/30/2021,321000010207,PS 207,Grade 3 Math,78,61,17,15,88%,0,0%,1,6%,1,6%,12%,572
6/30/2021,321000010207,PS 207,Grade 4 ELA,60,46,14,8,57%,2,14%,3,21%,1,7%,29%,580
6/30/2021,321000010207,PS 207,Grade 4 Math,60,44,16,15,94%,0,0%,1,6%,0,0%,6%,565
6/30/2021,321000010207,PS 207,Grade 5 ELA,70,51,19,8,42%,5,26%,2,11%,4,21%,32%,593
6/30/2021,321000010207,PS 207,Grade 5 Math,70,52,18,13,72%,3,17%,2,11%,0,0%,11%,580
6/30/2021,321000010225,THEATRE ARTS PROD COMPANY SCHOOL,Grade 6 ELA,63,62,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010225,THEATRE ARTS PROD COMPANY SCHOOL,Grade 6 Math,63,62,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010225,THEATRE ARTS PROD COMPANY SCHOOL,Grade 7 ELA,58,58,0,0,,0,,0,,0,,,
6/30/2021,321000010225,THEATRE ARTS PROD COMPANY SCHOOL,Grade 7 Math,58,58,0,0,,0,,0,,0,,,
6/30/2021,321000010225,THEATRE ARTS PROD COMPANY SCHOOL,Grade 8 ELA,46,46,0,0,,0,,0,,0,,,
