mean_scale_score,total_enrollment,asian_pct,black_pct,hispanic_pct,white_pct,swd_pct,ell_pct,poverty_pct,charter,eni_pct,district
593.836731,394,0.02,0.236,0.695,0.025,0.327,0.211,0.949,0,0.96,4
597.1707153,843,0.088,0.539,0.31,0.055,0.191,0.046,0.719,0,0.753,11
599,404,0.005,0.198,0.765,0.02,0.193,0.136,0.941,1,0.846,84
596.75,630,0.019,0.211,0.738,0.019,0.289,0.154,0.868,0,0.868,10
597.5609741,407,0.015,0.329,0.612,0.037,0.364,0.074,0.96,0,0.96,1
592.5309448,599,0.02,0.87,0.058,0.01,0.19,0.033,0.661,0,0.602,29
595.6956787,175,0.08,0.251,0.571,0.057,0.331,0.114,0.823,0,0.756,2
610.6623535,339,0.086,0.024,0.115,0.628,0.204,0.012,0.088,0,0.129,2
600.2941284,378,0.037,0.13,0.627,0.167,0.23,0.037,0.532,0,0.478,10
590.7272949,497,0.014,0.887,0.034,0.014,0.252,0.004,0.7,0,0.572,29
593.333313,563,0.146,0.485,0.321,0.03,0.256,0.16,0.96,0,0.927,19
592.3294067,491,0.049,0.448,0.44,0.039,0.381,0.075,0.912,0,0.937,31
597.2692261,574,0.007,0.857,0.103,0.03,0.216,0.019,0.742,0,0.808,16
617.0291748,560,0.164,0.039,0.159,0.532,0.22,0.025,0.177,0,0.168,2
609.833313,552,0.069,0.031,0.176,0.661,0.192,0.033,0.165,0,0.186,15
592.0681763,388,0.049,0.616,0.284,0.044,0.281,0.041,0.96,0,0.93,21
615,1172,0.009,0.795,0.127,0.014,0.125,0.033,0.776,1,0.737,84
604.4035645,1061,0.408,0.002,0.271,0.307,0.177,0.343,0.766,0,0.769,20
587.7209473,519,0.008,0.312,0.659,0.013,0.31,0.177,0.96,0,0.96,10
603.125,324,0.059,0.151,0.306,0.392,0.228,0.015,0.296,0,0.359,2
587.625,278,0.004,0.691,0.277,0.018,0.367,0.112,0.96,0,0.96,23
600.0216064,1134,0.467,0.195,0.221,0.034,0.132,0.072,0.615,0,0.665,27
593.9841309,423,0.132,0.061,0.671,0.116,0.173,0.281,0.872,0,0.868,10
609.5317993,1158,0.664,0.035,0.113,0.168,0.15,0.064,0.473,0,0.383,26
612.7119751,878,0.068,0.421,0.452,0.043,0.186,0.218,0.738,0,0.786,17
593.9529419,861,0.431,0.063,0.172,0.329,0.136,0.262,0.733,0,0.796,21
605.8095093,333,0.096,0.045,0.231,0.574,0.162,0.015,0.282,0,0.349,1
597.180542,244,0.033,0.529,0.336,0.078,0.254,0.098,0.885,0,0.782,27
617,1060,0.0018867924809455,0.419811308383942,0.559433937072754,0.0066037736833095,0.153773590922356,0.096,0.881,1,0.826,84
602.6508179,450,0.331,0.222,0.349,0.08,0.147,0.138,0.84,0,0.887,30
588.9364014,388,0.049,0.616,0.284,0.044,0.281,0.041,0.96,0,0.93,21
603.9818115,664,0.5,0.093,0.259,0.114,0.19,0.158,0.785,0,0.687,25
602,420,0.012,0.371,0.571,0.024,0.202,0.157,0.888,1,0.88,84
618.1034546,559,0.191,0.009,0.199,0.585,0.165,0.063,0.335,0,0.265,25
593,431,0.016,0.285,0.68,0.005,0.128,0.148,0.893,1,0.854,84
610,220,0.005,0.777,0.173,0,0.259,0.027,0.882,1,0.879,84
587.75,102,0.01,0.716,0.235,0.029,0.392,0.078,0.922,0,0.922,23
583.7805176,604,0.007,0.116,0.863,0.015,0.182,0.326,0.96,0,0.96,10
589.1918945,582,0.019,0.108,0.851,0.012,0.278,0.314,0.924,0,0.933,10
607.6917114,840,0.158,0.012,0.125,0.682,0.204,0.056,0.383,0,0.319,31
618.0075684,1651,0.544,0.005,0.159,0.288,0.134,0.098,0.733,0,0.653,20
589.9538574,484,0.14,0.236,0.572,0.021,0.316,0.229,0.96,0,0.896,12
597,365,0.008,0.814,0.159,0.011,0.148,0.06,0.877,1,0.852,84
604.6799927,481,0.129,0.148,0.476,0.218,0.227,0.073,0.578,0,0.597,2
590.8839111,798,0.011,0.853,0.085,0.034,0.139,0.036,0.678,0,0.602,18
605.6503296,1056,0.111,0.014,0.134,0.729,0.208,0.035,0.333,0,0.322,31
598.4959106,751,0.005,0.949,0.027,0.003,0.16,0.005,0.72,0,0.436,29
609.6226196,681,0.351,0.028,0.257,0.311,0.104,0.11,0.351,0,0.35,28
599.7717285,714,0.181,0.02,0.72,0.063,0.174,0.234,0.835,0,0.719,27
610.4528198,313,0.038,0,0.073,0.882,0.224,0.019,0.22,0,0.173,31
627,1110,0.007,0.664,0.31,0.006,0.108,0.022,0.832,1,0.729,84
610.588623,976,0.835,0.004,0.144,0.009,0.135,0.385,0.743,0,0.773,25
588,205,0.02,0.312,0.649,0.015,0.176,0.039,0.863,0,0.863,10
589.7538452,408,0.002,0.353,0.559,0.078,0.24,0.174,0.96,0,0.96,9
616,331,0.0090634441003203,0.504531741142273,0.483383685350418,0,0.0634441077709198,0.045,0.798,1,0.787,84
583.6456909,890,0.007,0.098,0.86,0.011,0.22,0.242,0.925,0,0.96,10
608.2357178,882,0.219,0.025,0.096,0.641,0.172,0.215,0.773,0,0.709,22
584.4515991,160,0.019,0.625,0.313,0.025,0.344,0.081,0.95,0,0.92,16
608.5541992,1244,0.194,0.044,0.255,0.477,0.151,0.11,0.625,0,0.568,20
612.7088623,547,0.389,0.408,0.117,0.026,0.154,0.016,0.72,0,0.598,28
594.9230957,230,0.017,0.143,0.83,0.004,0.213,0.135,0.939,0,0.919,10
623.5516968,601,0.413,0.165,0.15,0.171,0.052,0.008,0.354,0,0.384,4
586.0666504,443,0.002,0.734,0.23,0.027,0.253,0.077,0.96,0,0.908,3
585.6347656,409,0.02,0.711,0.22,0.034,0.213,0.267,0.861,0,0.873,17
593.5217285,555,0.04,0.267,0.681,0.009,0.288,0.286,0.93,0,0.96,9
607,886,0.003,0.765,0.195,0.01,0.187,0.038,0.784,1,0.79,84
618.0714111,432,0.072,0.065,0.19,0.637,0.215,0.005,0.19,0,0.196,3
586.1034546,711,0.035,0.782,0.124,0.031,0.173,0.065,0.781,0,0.637,29
598.6808472,525,0.177,0.084,0.322,0.4,0.288,0.168,0.661,0,0.655,31
598.0214844,757,0.034,0.754,0.049,0.009,0.12,0.008,0.654,0,0.388,29
614.8449707,1046,0.847,0.018,0.108,0.014,0.117,0.375,0.699,0,0.722,25
595,491,0.008,0.391,0.389,0.198,0.22,0.081,0.723,1,0.697,84
586.1071167,651,0.014,0.25,0.727,0.008,0.212,0.163,0.891,0,0.947,10
591.6768188,377,0.021,0.302,0.655,0.008,0.263,0.127,0.96,0,0.96,7
585.7020264,533,0.002,0.696,0.276,0.011,0.296,0.038,0.96,0,0.942,23
606,520,0.004,0.815,0.146,0.006,0.144,0.071,0.837,1,0.744,84
610.9786987,888,0.154,0.057,0.243,0.461,0.159,0.033,0.319,0,0.341,2
585.291687,177,0.006,0.751,0.209,0.023,0.158,0.034,0.96,0,0.935,19
604.6707153,532,0.013,0.006,0.188,0.782,0.357,0.034,0.417,0,0.332,31
616,909,0.046,0.345,0.573,0.021,0.167,0.058,0.825,0,0.75,32
595.2993774,935,0.019,0.122,0.797,0.055,0.214,0.245,0.904,0,0.95,10
610.1765747,1167,0.068,0.007,0.111,0.799,0.177,0.017,0.374,0,0.277,31
604.4411011,831,0.176,0.055,0.218,0.499,0.214,0.075,0.369,0,0.436,15
605.901123,939,0.581,0.018,0.276,0.121,0.167,0.282,0.96,0,0.909,20
609.2000122,454,0.403,0.057,0.416,0.033,0.205,0.095,0.696,0,0.758,27
603,365,0.008,0.814,0.159,0.011,0.148,0.06,0.877,1,0.852,84
608.7578735,582,0.06,0.003,0.124,0.804,0.249,0.036,0.357,0,0.287,31
598.5236206,807,0.333,0.083,0.28,0.291,0.217,0.3,0.763,0,0.802,21
591.8704834,890,0.007,0.098,0.86,0.011,0.22,0.242,0.925,0,0.96,10
599.65625,339,0.065,0.136,0.643,0.139,0.204,0.068,0.729,0,0.613,8
596.4888916,784,0.31,0.008,0.642,0.037,0.209,0.325,0.943,0,0.914,20
603.0384521,282,0.046,0.011,0.117,0.812,0.195,0.014,0.284,0,0.226,31
599.1304321,801,0.322,0.02,0.573,0.065,0.18,0.318,0.693,0,0.744,24
585.666687,228,0.009,0.263,0.68,0.013,0.294,0.382,0.96,0,0.96,9
607.4500122,822,0.038,0.029,0.056,0.865,0.174,0.201,0.5,0,0.472,21
617.9629517,407,0.536,0.032,0.197,0.209,0.17,0.133,0.452,0,0.416,25
596.0280762,563,0.146,0.485,0.321,0.03,0.256,0.16,0.96,0,0.927,19
613,575,0.007,0.461,0.501,0.017,0.223,0.052,0.877,1,0.839,84
602.666687,548,0.119,0.071,0.095,0.692,0.144,0.068,0.376,0,0.334,26
612.9000244,488,0.227,0.105,0.213,0.412,0.234,0.059,0.406,0,0.362,2
622,345,0.003,0.238,0.701,0.041,0.157,0.162,0.893,1,0.791,84
586.1087036,552,0.005,0.062,0.918,0.004,0.243,0.409,0.922,0,0.893,6
592.0714111,649,0.011,0.732,0.202,0.035,0.208,0.206,0.835,0,0.859,17
588.2518921,890,0.051,0.606,0.272,0.037,0.236,0.036,0.8,0,0.65,11
602.8191528,688,0.064,0.06,0.789,0.081,0.125,0.202,0.805,0,0.752,10
587.2185059,779,0.036,0.425,0.474,0.032,0.375,0.082,0.96,0,0.943,31
578.8494873,266,0.034,0.252,0.684,0.011,0.286,0.357,0.936,0,0.927,12
587.4181519,630,0.01,0.484,0.486,0.01,0.327,0.094,0.94,0,0.96,5
612.8682861,813,0.813,0.01,0.153,0.011,0.143,0.394,0.807,0,0.707,25
581.8386841,622,0.014,0.397,0.537,0.024,0.193,0.164,0.96,0,0.944,12
594.967041,1884,0.294,0.046,0.593,0.039,0.165,0.16,0.825,0,0.753,27
589.2844849,344,0.026,0.151,0.77,0.017,0.183,0.137,0.91,0,0.82,19
614.0943604,372,0.159,0.099,0.452,0.258,0.121,0.022,0.567,0,0.594,1
590.2976074,539,0.152,0.02,0.759,0.065,0.237,0.243,0.878,0,0.851,24
597.776123,455,0.048,0.29,0.629,0.015,0.349,0.235,0.947,0,0.921,9
597.9293213,338,0.065,0.698,0.207,0.03,0.216,0.024,0.899,0,0.703,19
589.0999756,253,0.012,0.407,0.538,0.032,0.237,0.087,0.929,0,0.938,5
623.4575195,1520,0.659,0.047,0.139,0.134,0.104,0.068,0.695,0,0.554,26
611,564,0.0124113475903868,0.849290788173676,0.0975177288055419,0.0177304968237876,0.106382980942726,0.018,0.821,1,0.612,84
607.6984253,520,0.033,0.062,0.267,0.612,0.167,0.094,0.535,0,0.413,11
590.6383057,588,0.014,0.226,0.721,0.029,0.219,0.153,0.85,0,0.919,8
607.1818237,433,0.155,0.023,0.12,0.686,0.219,0.065,0.494,0,0.376,22
602.3261108,1024,0.401,0.006,0.397,0.182,0.154,0.123,0.738,0,0.592,24
607,569,0.004,0.232,0.74,0.014,0.22,0.209,0.912,1,0.881,84
608.1707153,589,0.02,0.019,0.939,0.02,0.197,0.119,0.861,0,0.792,6
592.3237305,434,0.012,0.265,0.717,0.002,0.256,0.205,0.864,0,0.924,10
597.5256348,555,0.04,0.267,0.681,0.009,0.288,0.286,0.93,0,0.96,9
610.1636353,976,0.835,0.004,0.144,0.009,0.135,0.385,0.743,0,0.773,25
606.0932617,1283,0.697,0.002,0.282,0.016,0.094,0.486,0.96,0,0.96,15
600.1789551,996,0.218,0.021,0.334,0.415,0.201,0.39,0.824,0,0.836,21
617.0059814,858,0.873,0.008,0.056,0.028,0.167,0.16,0.462,0,0.555,2
610.647522,840,0.158,0.012,0.125,0.682,0.204,0.056,0.383,0,0.319,31
594.8181763,318,0.013,0.27,0.701,0.006,0.365,0.138,0.96,0,0.93,9
618,320,0.034,0.628,0.3,0.022,0.072,0.025,0.813,1,0.592,84
590.0046387,410,0.034,0.602,0.29,0.061,0.222,0.046,0.776,0,0.603,11
595.3157959,341,0,0.428,0.54,0.012,0.208,0.053,0.724,0,0.75,8
587.0361328,571,0.014,0.249,0.687,0.023,0.245,0.173,0.921,0,0.943,12
602.7763672,574,0.007,0.857,0.103,0.03,0.216,0.019,0.742,0,0.808,16
616.1369629,464,0.528,0.013,0.194,0.237,0.194,0.075,0.388,0,0.33,26
593.1889648,803,0.293,0.101,0.465,0.083,0.181,0.275,0.842,0,0.898,8
616.1905518,1520,0.659,0.047,0.139,0.134,0.104,0.068,0.695,0,0.554,26
603.3029175,906,0.137,0.202,0.417,0.199,0.244,0.04,0.723,0,0.619,31
598.7635498,525,0.177,0.084,0.322,0.4,0.288,0.168,0.661,0,0.655,31
595.6799927,518,0.002,0.002,0.996,0,0.087,0.712,0.96,0,0.96,10
598.7262573,413,0.157,0.136,0.47,0.196,0.24,0.099,0.584,0,0.591,2
583.3920288,390,0.044,0.492,0.351,0.077,0.262,0.072,0.882,0,0.909,21
591.4359131,280,0.004,0.679,0.311,0,0.254,0.064,0.96,0,0.96,23
592.5494385,635,0.002,0.277,0.655,0.003,0.208,0.079,0.96,0,0.917,7
614,1043,0.006,0.869,0.104,0.007,0.157,0.003,0.857,1,0.806,84
604.0108643,807,0.333,0.083,0.28,0.291,0.217,0.3,0.763,0,0.802,21
611.2374878,564,0.204,0.041,0.362,0.379,0.199,0.163,0.729,0,0.63,30
597.18573,517,0.012,0.474,0.487,0.014,0.203,0.081,0.903,0,0.882,19
589.0270386,433,0.021,0.111,0.834,0.03,0.236,0.18,0.935,0,0.882,10
600.0057983,527,0.157,0.359,0.156,0.313,0.222,0.262,0.884,0,0.819,22
613,320,0.034,0.628,0.3,0.022,0.072,0.025,0.813,1,0.592,84
605,432,0.0023148148320615,0.317129641771316,0.673611104488373,0.004629629664123,0.164351850748062,0.164,0.944,1,0.914,84
593.1395264,161,0.025,0.82,0.137,0.012,0.354,0.075,0.82,0,0.822,13
589.640625,630,0.019,0.211,0.738,0.019,0.289,0.154,0.868,0,0.868,10
592.0700684,222,0.036,0.36,0.568,0.009,0.347,0.131,0.96,0,0.906,8
607.4523926,488,0.227,0.105,0.213,0.412,0.234,0.059,0.406,0,0.362,2
591.7741699,593,0.019,0.079,0.875,0.022,0.275,0.304,0.848,0,0.891,10
604.5245972,427,0.002,0.176,0.794,0.009,0.169,0.211,0.939,0,0.88,9
601,575,0.007,0.461,0.501,0.017,0.223,0.052,0.877,1,0.839,84
601.8603516,1709,0.083,0.019,0.878,0.017,0.142,0.191,0.903,0,0.804,30
608.3793335,302,0.089,0.142,0.295,0.437,0.348,0.036,0.341,0,0.379,15
594.8571167,642,0.011,0.79,0.182,0.005,0.229,0.017,0.908,0,0.896,23
580.1275024,475,0.019,0.232,0.733,0.011,0.267,0.356,0.924,0,0.96,10
608.6953125,1424,0.159,0.011,0.271,0.529,0.197,0.137,0.626,0,0.593,20
595.3896484,674,0.021,0.101,0.853,0.022,0.174,0.142,0.939,0,0.879,10
602.5901489,652,0.067,0.113,0.632,0.172,0.218,0.071,0.781,0,0.706,11
594.7894897,281,0.018,0.687,0.256,0.014,0.249,0.071,0.96,0,0.96,23
614.625,678,0.015,0.013,0.109,0.848,0.221,0.006,0.26,0,0.179,27
594.5094604,133,0.06,0.684,0.173,0.075,0.308,0.203,0.94,0,0.87,17
604.7626953,549,0.486,0.131,0.195,0.158,0.155,0.133,0.918,0,0.866,20
582.5161133,245,0.012,0.686,0.269,0.029,0.192,0.114,0.96,0,0.903,13
610.0526123,715,0.613,0.097,0.151,0.115,0.194,0.138,0.671,0,0.566,26
586.4731445,486,0.058,0.28,0.547,0.091,0.346,0.272,0.96,0,0.923,31
608,768,0.027,0.818,0.105,0.018,0.204,0.026,0.741,1,0.706,84
589.4171753,805,0.043,0.243,0.682,0.015,0.282,0.113,0.887,0,0.942,4
607,573,0.044,0.321,0.592,0.019,0.11,0.14,0.829,1,0.772,84
605.0147095,225,0.009,0.836,0.133,0.013,0.302,0.031,0.889,0,0.881,16
590.9367065,571,0.014,0.249,0.687,0.023,0.245,0.173,0.921,0,0.943,12
614.3658447,901,0.064,0.138,0.128,0.586,0.119,0.028,0.208,0,0.192,13
598.7920532,1550,0.101,0.199,0.539,0.149,0.173,0.199,0.793,0,0.842,11
605.083313,249,0.056,0.209,0.627,0.072,0.41,0.032,0.735,0,0.687,1
589.8435669,1104,0.005,0.233,0.751,0.01,0.22,0.288,0.96,0,0.96,9
596.0193481,471,0.057,0.236,0.662,0.013,0.195,0.113,0.96,0,0.84,19
599.2169189,1567,0.086,0.05,0.627,0.225,0.213,0.096,0.732,0,0.61,8
593,503,0.006,0.893,0.085,0.006,0.243,0.036,0.827,1,0.766,84
602.4375,404,0.01,0.02,0.923,0.042,0.196,0.285,0.787,0,0.77,6
592.5166016,2251,0.06,0.025,0.892,0.02,0.212,0.32,0.935,0,0.863,24
615.536499,1651,0.544,0.005,0.159,0.288,0.134,0.098,0.733,0,0.653,20
588.3146362,559,0.007,0.263,0.689,0.014,0.331,0.081,0.852,0,0.922,8
585.5046387,832,0.031,0.601,0.343,0.01,0.311,0.049,0.889,0,0.93,27
615,498,0.036,0.141,0.464,0.315,0.108,0.026,0.55,1,0.502,84
619.5465698,503,0.024,0.209,0.73,0.012,0.233,0.139,0.791,0,0.847,8
586.7788696,290,0.028,0.583,0.331,0.045,0.279,0.128,0.96,0,0.96,19
612.3190308,1252,0.605,0.019,0.121,0.243,0.153,0.119,0.583,0,0.5,20
597.8494873,672,0.025,0.162,0.786,0.009,0.304,0.147,0.894,0,0.904,12
598.192688,289,0.042,0.775,0.097,0.073,0.291,0.235,0.817,0,0.77,18
596,619,0.152,0.643,0.157,0.026,0.184,0.118,0.817,1,0.73,84
601.8102417,810,0.312,0.04,0.575,0.04,0.193,0.238,0.895,0,0.735,27
599,451,0.002,0.279,0.696,0.007,0.22,0.124,0.96,1,0.943,84
594.555542,446,0.052,0.168,0.747,0.013,0.294,0.143,0.85,0,0.896,8
607,768,0.027,0.818,0.105,0.018,0.204,0.026,0.741,1,0.706,84
590.9594727,531,0.021,0.895,0.073,0.004,0.171,0.026,0.842,0,0.569,29
589.8095093,450,0.004,0.216,0.773,0,0.196,0.262,0.96,0,0.936,10
617.5734253,778,0.703,0.055,0.125,0.069,0.122,0.06,0.389,0,0.376,26
615.5620728,535,0.535,0.194,0.15,0.071,0.101,0.037,0.462,0,0.417,25
603.2180176,651,0.006,0.889,0.084,0.003,0.276,0.005,0.803,0,0.738,23
628,1108,0.016,0.525,0.329,0.015,0.194,0.023,0.773,1,0.784,84
595.7115479,571,0.002,0.13,0.855,0.007,0.214,0.187,0.928,0,0.948,12
593.6956787,482,0.004,0.207,0.763,0.015,0.288,0.212,0.96,0,0.946,8
606.3365479,810,0.312,0.04,0.575,0.04,0.193,0.238,0.895,0,0.735,27
603.2692261,831,0.176,0.055,0.218,0.499,0.214,0.075,0.369,0,0.436,15
596.3497925,798,0.011,0.853,0.085,0.034,0.139,0.036,0.678,0,0.602,18
589.8901367,1104,0.005,0.233,0.751,0.01,0.22,0.288,0.96,0,0.96,9
601.4395752,427,0.407,0.185,0.361,0.021,0.152,0.18,0.855,0,0.783,28
609.0230103,545,0.156,0.101,0.569,0.154,0.233,0.013,0.73,0,0.582,8
586.6237793,574,0,0.237,0.746,0.012,0.226,0.251,0.96,0,0.96,9
603.7131348,1031,0.033,0.16,0.795,0.003,0.204,0.274,0.96,0,0.96,10
599.1688232,175,0.08,0.251,0.571,0.057,0.331,0.114,0.823,0,0.756,2
600.2446289,419,0.067,0.258,0.635,0.017,0.208,0.138,0.84,0,0.9,9
594.6882935,475,0.025,0.232,0.722,0.015,0.217,0.154,0.96,0,0.935,10
593,1036,0.009,0.644,0.321,0.007,0.199,0.067,0.877,1,0.822,84
613.3261719,1377,0.779,0.05,0.15,0.013,0.123,0.208,0.808,0,0.725,25
605.930542,508,0.407,0.008,0.232,0.341,0.238,0.238,0.817,0,0.672,20
603.8461304,496,0.032,0.625,0.319,0.004,0.226,0.03,0.829,0,0.802,19
624,326,0.052,0.316,0.577,0.034,0.107,0.046,0.543,1,0.567,84
594.9127197,540,0.022,0.17,0.754,0.043,0.157,0.304,0.904,0,0.898,6
605.2727051,376,0.351,0.133,0.181,0.301,0.303,0.011,0.364,0,0.342,26
612.6801758,1276,0.883,0.004,0.071,0.039,0.139,0.611,0.872,0,0.924,20
597.9888916,387,0.021,0.258,0.705,0.003,0.274,0.098,0.92,0,0.908,12
594.1455688,462,0.177,0.13,0.677,0.011,0.16,0.113,0.81,0,0.853,14
589.3392944,449,0.036,0.737,0.149,0.051,0.354,0.062,0.895,0,0.888,18
596.2903442,440,0.016,0.877,0.08,0.007,0.166,0.041,0.764,0,0.66,29
626,580,0.005,0.234,0.753,0.002,0.133,0.093,0.905,1,0.855,84
597,477,0.031,0.354,0.597,0.002,0.226,0.111,0.91,1,0.881,84
622.8485107,412,0.08,0.044,0.087,0.769,0.124,0.041,0.136,0,0.15,15
599.9682617,548,0.119,0.071,0.095,0.692,0.144,0.068,0.376,0,0.334,26
617.5859985,694,0.073,0.014,0.091,0.692,0.171,0.016,0.072,0,0.079,2
587.2127686,294,0,0.643,0.316,0.02,0.293,0.051,0.96,0,0.96,19
603.2056274,586,0.031,0.073,0.858,0.009,0.133,0.254,0.831,0,0.866,19
625.3411865,394,0.183,0.02,0.096,0.619,0.155,0.003,0.147,0,0.142,2
581.3909302,292,0.021,0.647,0.267,0.021,0.277,0.068,0.96,0,0.929,23
590.2036743,196,0,0.862,0.107,0.005,0.321,0.031,0.903,0,0.861,23
573.0612183,305,0.007,0.597,0.374,0.02,0.308,0.062,0.941,0,0.938,5
600.388916,476,0.076,0.653,0.21,0.027,0.216,0.065,0.903,0,0.782,28
579.7246094,413,0.053,0.753,0.157,0.015,0.23,0.065,0.816,0,0.773,29
619.8529663,596,0.106,0.013,0.144,0.721,0.216,0.03,0.364,0,0.299,31
596,452,0.002,0.243,0.743,0.007,0.206,0.126,0.96,0,0.935,7
593,301,0.013,0.608,0.362,0.003,0.229,0.08,0.96,1,0.906,84
608,774,0.0064599481411278,0.334625333547592,0.61757105588913,0.0167958661913871,0.188630491495132,0.05,0.919,1,0.831,84
607.6033325,1204,0.194,0.011,0.237,0.541,0.165,0.066,0.516,0,0.363,24
605,451,0.002,0.124,0.854,0.018,0.064,0.361,0.918,1,0.891,84
593.6724243,179,0.022,0.709,0.24,0.017,0.369,0.061,0.916,0,0.883,16
607.1356201,706,0.307,0.03,0.251,0.394,0.28,0.205,0.745,0,0.702,21
608.6236572,600,0.133,0.657,0.165,0.013,0.158,0.1,0.883,0,0.711,29
610.302063,714,0.531,0.118,0.199,0.133,0.256,0.116,0.686,0,0.619,25
597,452,0.002,0.243,0.743,0.007,0.206,0.126,0.96,0,0.935,7
594.5814209,311,0.026,0.379,0.399,0.138,0.186,0.016,0.518,0,0.626,5
598.3273926,536,0.328,0.058,0.537,0.021,0.174,0.248,0.8,0,0.842,28
588.8936157,445,0.007,0.333,0.64,0.009,0.27,0.202,0.96,0,0.96,10
610,768,0.027,0.818,0.105,0.018,0.204,0.026,0.741,1,0.706,84
610.8416748,982,0.367,0.074,0.331,0.223,0.181,0.136,0.727,0,0.784,21
602.1363525,285,0.007,0.358,0.625,0.007,0.189,0.172,0.96,0,0.96,12
611,419,0.172,0.105,0.678,0.043,0.091,0.093,0.862,1,0.765,84
600.4418335,832,0.197,0.167,0.416,0.161,0.185,0.02,0.712,0,0.534,28
627.3287964,601,0.413,0.165,0.15,0.171,0.052,0.008,0.354,0,0.384,4
601.9540405,657,0.017,0.247,0.711,0.018,0.262,0.07,0.948,0,0.933,7
585.3490601,1574,0.058,0.022,0.896,0.017,0.189,0.342,0.841,0,0.875,24
616,918,0.012,0.265,0.704,0.015,0.225,0.127,0.865,1,0.783,84
612.1477051,915,0.633,0.01,0.31,0.03,0.118,0.464,0.896,0,0.789,25
605.7105103,285,0.077,0.06,0.4,0.442,0.179,0.098,0.561,0,0.604,30
607,774,0.0064599481411278,0.334625333547592,0.61757105588913,0.0167958661913871,0.188630491495132,0.05,0.919,1,0.831,84
624.4572754,638,0.124,0.042,0.168,0.572,0.089,0.024,0.157,0,0.152,3
611.0484009,950,0.049,0.026,0.113,0.743,0.147,0.031,0.134,0,0.12,15
595.9328613,1256,0.132,0.096,0.748,0.018,0.173,0.282,0.861,0,0.774,30
596,368,0.008,0.927,0.035,0.016,0.166,0.022,0.742,1,0.681,84
600.5330811,1444,0.229,0.048,0.262,0.445,0.215,0.046,0.63,0,0.5,31
591.0634766,727,0.007,0.209,0.772,0.01,0.26,0.281,0.946,0,0.945,9
597.3650513,434,0.012,0.265,0.717,0.002,0.256,0.205,0.864,0,0.924,10
594.8457642,823,0.067,0.07,0.825,0.024,0.196,0.209,0.915,0,0.848,19
610.4285889,964,0.317,0.063,0.206,0.038,0.188,0.083,0.612,0,0.657,27
598,279,0.022,0.387,0.434,0.115,0.211,0.007,0.455,1,0.532,84
603.1383057,1056,0.111,0.014,0.134,0.729,0.208,0.035,0.333,0,0.322,31
594.4021606,674,0.289,0.331,0.261,0.03,0.151,0.141,0.837,0,0.731,29
593.6102905,804,0.147,0.009,0.815,0.027,0.193,0.305,0.77,0,0.806,30
622,515,0.003883495228365,0.485436886548996,0.4815534055233,0.0155339809134602,0.0990291237831115,0.111,0.96,1,0.907,84
608.8013916,635,0.698,0.058,0.12,0.027,0.134,0.094,0.854,0,0.723,28
595.1643677,1064,0.142,0.099,0.3,0.442,0.234,0.095,0.7,0,0.628,31
603,378,0.016,0.648,0.28,0.016,0.175,0.079,0.815,1,0.841,84
599.7647095,547,0.274,0.013,0.36,0.309,0.218,0.245,0.792,0,0.822,21
596.763916,515,0.023,0.786,0.134,0.047,0.235,0.136,0.788,0,0.808,18
617.9851685,945,0.36,0.004,0.366,0.254,0.154,0.213,0.819,0,0.884,21
618,1119,0.003,0.267,0.711,0.013,0.207,0.087,0.888,1,0.829,84
592.6734619,319,0.072,0.643,0.201,0.031,0.213,0.085,0.859,0,0.74,27
578,428,0.178,0.423,0.364,0.016,0.278,0.243,0.96,0,0.936,19
618.8703613,672,0.296,0.03,0.177,0.414,0.149,0.04,0.147,0,0.137,28
604.5714111,749,0.2,0.112,0.242,0.347,0.216,0.007,0.439,0,0.416,2
581.1621704,173,0.006,0.873,0.116,0.006,0.329,0.012,0.832,0,0.876,23
611,1293,0.002,0.923,0.058,0.004,0.155,0.005,0.783,1,0.671,84
597.7358398,413,0.157,0.136,0.47,0.196,0.24,0.099,0.584,0,0.591,2
595,241,0.137,0.149,0.685,0.012,0.257,0.145,0.855,1,0.827,84
601.5645142,427,0.002,0.176,0.794,0.009,0.169,0.211,0.939,0,0.88,9
606.25,751,0.005,0.949,0.027,0.003,0.16,0.005,0.72,0,0.436,29
592.7421265,672,0.025,0.162,0.786,0.009,0.304,0.147,0.894,0,0.904,12
619.486084,1379,0.182,0.068,0.164,0.532,0.178,0.03,0.31,0,0.289,2
602,272,0.0073529412038624,0.224264711141586,0.761029422283173,0.0036764706019312,0.073529414832592,0.213,0.919,1,0.884,84
595.3561401,798,0.011,0.853,0.085,0.034,0.139,0.036,0.678,0,0.602,18
600.8613281,817,0.55,0.037,0.244,0.159,0.171,0.41,0.841,0,0.884,20
593.5220337,527,0.157,0.359,0.156,0.313,0.222,0.262,0.884,0,0.819,22
586.7283936,265,0.03,0.558,0.385,0.019,0.272,0.121,0.928,0,0.913,19
582.9411621,247,0.012,0.032,0.903,0.04,0.312,0.587,0.927,0,0.937,6
607.8842163,884,0.061,0.016,0.414,0.498,0.156,0.06,0.469,0,0.338,24
612.4590454,773,0.088,0.27,0.573,0.039,0.212,0.027,0.712,0,0.776,4
591.7058716,387,0.181,0.14,0.643,0.021,0.266,0.284,0.788,0,0.839,11
620,1208,0.013,0.673,0.218,0.015,0.134,0.017,0.778,1,0.754,84
